target_name,kepid,tic_id,source_table,label,period,duration,depth,rp,rp_est,rstar,teff,logg,period_missing,duration_missing,depth_missing,rp_missing,rp_est_missing,rstar_missing,teff_missing,logg_missing,label_idx
,11304958.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11391957.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11403044.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11414511.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11442465.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,12110942.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,12366084.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,12366084.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,12404086.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,8395660.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,9579641.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11656840.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,11754553.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11754553.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11754553.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11812062.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11818800.0,,kepler_cumulative,candidate,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,1
,11853255.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11909839.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,11918099.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11918099.0,,kepler_cumulative,candidate,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,1
,9579641.0,,kepler_cumulative,candidate,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,1
,11923270.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,11960862.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,12020329.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,12066335.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,12066335.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,12070811.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,8395660.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3120431.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,3246984.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,3342970.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3342970.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,12459725.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,12470844.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,12470844.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,12644822.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,2440757.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,2445129.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,2713049.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3114167.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3114661.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,3115833.0,,kepler_cumulative,candidate,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,1
,4139816.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4139816.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,8395660.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4139816.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4275191.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4476123.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3351888.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3453214.0,,kepler_cumulative,candidate,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,1
,3554600.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,3641726.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3734868.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,3832474.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,8395660.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3832474.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3832474.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3836375.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,3838486.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,3935914.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,3940418.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4049131.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4139816.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5287983.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,5358241.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,10875245.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5358241.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5358241.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5358624.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4544670.0,,kepler_cumulative,candidate,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,1
,4664847.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4725681.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4725681.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4913852.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,4932348.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,4936180.0,,kepler_cumulative,candidate,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,1
,11913073.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,10875245.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5021899.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5077629.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,5115978.0,,kepler_cumulative,candidate,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,1
,5164255.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5252423.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5252423.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5272878.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5283542.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,5649215.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,5651104.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5792202.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,10875245.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5792202.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5370302.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,5372966.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,5376067.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,5436502.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5436502.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5436502.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5436502.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,10875245.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5436502.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5456651.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5456651.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5481416.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,5531576.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5531576.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5534814.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,6291653.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6392727.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6422070.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6428700.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6428700.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5792202.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5794379.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5794379.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,5881688.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6022556.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6032497.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6061119.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6191521.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6267425.0,,kepler_cumulative,false_positive,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,0
,3531558.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6276477.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6863998.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6867155.0,,kepler_cumulative,candidate,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,1
,6948054.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6948054.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6948054.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6435936.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6522242.0,,kepler_cumulative,confirmed,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,2
,6526710.0,,kepler_cumulative,candidate,4.6211026,2.8,2730.0,7.91263,8.79039,1.08,5660.0,4.37257,1,1,1,1,1,1,1,1,1
